grad_rate,name,carnegie_class,total_enroll,pct_admitted,n_bach,n_mast,n_doc,tuition_fees,percent_fin_aid,avg_salary,n_grad,good_grad_rate
62,Northwest Career College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,1962,NA,NA,NA,NA,NA,94,41397,NA,0
NA,American Academy of Health and Wellness,Special Focus Four-Year: Other Health Professions Schools,23,NA,0,2,0,NA,NA,11012,2,NA
NA,Arizona School of Acupuncture and Oriental Medicine,Special Focus Four-Year: Other Health Professions Schools,33,NA,0,8,0,NA,NA,NA,8,NA
50,Ave Maria University,Baccalaureate Colleges: Arts & Sciences Focus,1310,44,248,8,0,24610,100,75561,8,0
63,Cambridge College of Healthcare & Technology,Special Focus Two-Year: Health Professions,294,NA,NA,NA,NA,15330,84,61446,NA,0
62,Career Care Institute,Special Focus Two-Year: Health Professions,579,NA,NA,NA,NA,NA,92,63618,NA,0
60,ATA Career Education,Special Focus Two-Year: Health Professions,194,NA,NA,NA,NA,13480,98,46393,NA,0
16,Community Christian College,Associate's Colleges: High Transfer-High Nontraditional,485,NA,NA,NA,NA,9750,100,46875,NA,0
NA,Eastern School of Acupuncture and Traditional Medicine,Special Focus Four-Year: Other Health Professions Schools,55,NA,0,23,0,NA,NA,NA,23,NA
27,Ecclesia College,Baccalaureate Colleges: Diverse Fields,157,55,24,1,0,15950,100,11762,1,0
35,Los Angeles College of Music,"Special Focus Four-Year: Arts, Music & Design Schools",239,83,34,0,0,25650,84,36987,0,0
43,SAE Institute of Technology-Nashville,"Special Focus Four-Year: Arts, Music & Design Schools",1556,NA,11,0,0,17027,87,40442,0,0
51,Southern Technical College,Associate's Colleges: High Career & Technical-High Traditional,1521,NA,NA,NA,NA,NA,90,39720,NA,0
62,Stanbridge University,Special Focus Four-Year: Other Health Professions Schools,2259,10,24,65,0,NA,85,63770,65,0
100,Universal College of Healing Arts,Special Focus Two-Year: Health Professions,24,NA,NA,NA,NA,11822,100,31838,NA,1
85,Uta Mesivta of Kiryas Joel,Special Focus Four-Year: Faith-Related Institutions,2590,NA,417,0,0,14500,95,29809,0,1
32,Harrisburg University of Science and Technology,Master's Colleges & Universities: Larger Programs,3082,84,109,996,3,23900,100,72124,999,0
35,Blue Ridge Community and Technical College,Associate's Colleges: High Transfer-High Nontraditional,4247,NA,NA,NA,NA,4128,98,49771,NA,0
75,Daytona College,Special Focus Two-Year: Health Professions,180,NA,0,0,0,NA,97,47014,0,1
NA,United States University,Special Focus Four-Year: Other Health Professions Schools,2790,NA,47,666,0,6130,NA,65654,666,NA
71,Joyce University of Nursing and Health Sciences,Special Focus Four-Year: Other Health Professions Schools,2304,97,272,0,0,19596,100,62122,0,1
50,San Joaquin Valley College-Modesto,Associate's Colleges: High Career & Technical-High Nontraditional,556,NA,NA,NA,NA,NA,93,48639,NA,0
47,Eagle Gate College-Layton,Special Focus Four-Year: Other Health Professions Schools,223,NA,51,0,0,17112,100,63018,0,0
36,New River Community and Technical College,Associate's Colleges: High Career & Technical-High Traditional,1007,NA,NA,NA,NA,4590,99,56660,NA,0
72,The College of Health Care Professions-Southwest Houston,Special Focus Two-Year: Technical Professions,714,NA,NA,NA,NA,NA,77,40884,NA,1
20,Georgia Gwinnett College,Baccalaureate Colleges: Diverse Fields,11030,94,1257,0,0,4948,90,69162,0,0
NA,Phoenix Institute of Herbal Medicine & Acupuncture,Special Focus Four-Year: Other Health Professions Schools,130,NA,0,28,0,NA,NA,42750,28,NA
89,California Career College,Special Focus Two-Year: Health Professions,150,NA,NA,NA,NA,NA,NA,135000,NA,1
42,National Polytechnic College,Special Focus Two-Year: Health Professions,263,NA,NA,NA,NA,NA,95,44646,NA,0
58,American Career College-Ontario,Special Focus Two-Year: Health Professions,1639,NA,NA,NA,NA,NA,97,64006,NA,0
67,Asher College,Associate's Colleges: High Career & Technical-High Traditional,802,NA,NA,NA,NA,NA,78,37478,NA,1
NA,University of East-West Medicine,Special Focus Four-Year: Other Health Professions Schools,93,NA,0,23,0,NA,NA,NA,23,NA
64,Aviator College of Aeronautical Science and Technology,Special Focus Two-Year: Technical Professions,241,NA,0,0,0,31211,43,19335,0,0
37,ATA College,Special Focus Two-Year: Health Professions,264,NA,NA,NA,NA,13120,92,58313,NA,0
44,SUM Bible College and Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,662,83,71,21,0,10540,67,45000,21,0
69,WellSpring School of Allied Health-Kansas City,Special Focus Two-Year: Health Professions,168,NA,NA,NA,NA,NA,100,35850,NA,1
NA,Careers Unlimited,Special Focus Four-Year: Other Health Professions Schools,118,NA,58,0,0,NA,NA,87922,0,NA
84,San Joaquin Valley College-Rancho Cordova,Special Focus Two-Year: Health Professions,189,NA,NA,NA,NA,NA,94,61769,NA,1
44,Universal Technical Institute of Northern California Inc,Special Focus Two-Year: Technical Professions,1140,NA,NA,NA,NA,NA,94,58075,NA,0
42,West Hills College-Lemoore,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,3845,NA,NA,NA,NA,1380,99,105419,NA,0
65,Stautzenberger College-Brecksville,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,198,NA,NA,NA,NA,16699,96,46364,NA,0
55,Rasmussen University-Illinois,Baccalaureate/Associate's Colleges: Associate's Dominant,2475,NA,5,15,0,11743,96,68625,15,0
69,Triangle Tech Inc-Bethlehem,Special Focus Two-Year: Technical Professions,120,NA,NA,NA,NA,18500,100,33440,NA,1
22,Strayer University-Florida,Master's Colleges & Universities: Medium Programs,1445,NA,177,95,0,13515,0,65391,95,0
54,Pima Medical Institute-Renton,Special Focus Two-Year: Health Professions,551,NA,NA,NA,NA,NA,76,65214,NA,0
94,CBT Technology Institute-Main Campus,Associate's Colleges: High Career & Technical-High Traditional,202,NA,NA,NA,NA,13152,100,37500,NA,1
75,CBT Technology Institute-Hialeah,Associate's Colleges: High Career & Technical-High Nontraditional,128,NA,NA,NA,NA,13152,100,33750,NA,1
85,Dewey University-Juana Díaz,Special Focus Four-Year: Other Health Professions Schools,227,NA,3,0,0,7495,100,24000,0,1
58,The College of Health Care Professions-San Antonio,Special Focus Two-Year: Health Professions,660,NA,NA,NA,NA,NA,75,42652,NA,0
55,American Public University System,Master's Colleges & Universities: Larger Programs,48668,NA,7010,2851,1,7360,88,54581,2852,0
NA,Huntsville Bible College,Special Focus Four-Year: Faith-Related Institutions,92,NA,6,6,9,4730,100,NA,15,NA
50,Gnomon,"Special Focus Four-Year: Arts, Music & Design Schools",539,49,29,0,0,28155,67,97071,0,0
70,Valley College of Medical Careers,Special Focus Two-Year: Health Professions,70,NA,NA,NA,NA,NA,93,53098,NA,1
NA,Dragon Rises College of Oriental Medicine,Special Focus Four-Year: Other Health Professions Schools,45,NA,0,10,0,NA,NA,33750,10,NA
100,SABER College,Special Focus Two-Year: Health Professions,122,69,NA,NA,NA,NA,100,84281,NA,1
60,Taylor College,Special Focus Two-Year: Health Professions,308,NA,NA,NA,NA,12117,100,55148,NA,0
87,Louisiana Culinary Institute,Special Focus Two-Year: Arts & Design,97,50,NA,NA,NA,14575,100,38700,NA,1
44,Bais Medrash Toras Chesed,Special Focus Four-Year: Faith-Related Institutions,110,71,19,0,0,7200,57,34818,0,0
24,Visible Music College,"Special Focus Four-Year: Arts, Music & Design Schools",230,20,30,5,0,20000,86,38036,5,0
NA,Virginia Beach Theological Seminary,Special Focus Four-Year: Faith-Related Institutions,40,100,0,7,0,NA,NA,43800,7,NA
65,Milwaukee Career College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,61,58,NA,NA,NA,NA,92,37805,NA,0
20,University of the West,Baccalaureate Colleges: Arts & Sciences Focus,164,78,27,20,3,13604,80,65810,23,0
12,South University-Tampa,Special Focus Four-Year: Other Health Professions Schools,712,NA,119,122,0,17014,100,61345,122,0
NA,Appalachian College of Pharmacy,Special Focus Four-Year: Other Health Professions Schools,130,NA,0,0,0,NA,NA,85008,0,NA
44,Fortis College-Columbus,Special Focus Two-Year: Health Professions,818,NA,NA,NA,NA,15627,98,52313,NA,0
42,Fortis College-Cincinnati,Special Focus Two-Year: Health Professions,481,NA,NA,NA,NA,15114,98,51194,NA,0
39,Blue Cliff College-Alexandria,Special Focus Two-Year: Health Professions,533,NA,NA,NA,NA,NA,96,28819,NA,0
0,Strayer University-Delaware,Special Focus Four-Year: Business & Management Schools,270,NA,31,11,0,13515,NA,65391,11,0
NA,Brite Divinity School,Special Focus Four-Year: Faith-Related Institutions,109,NA,0,30,2,NA,NA,91845,32,NA
0,Strayer University-Alabama,Master's Colleges & Universities: Small Programs,1380,NA,104,68,0,13515,NA,65391,68,0
60,Rasmussen University-Wisconsin,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,480,NA,24,14,0,12167,100,62794,14,0
45,Carrington College-Stockton,Special Focus Two-Year: Other Fields,412,NA,NA,NA,NA,NA,90,51022,NA,0
46,Carrington College-Citrus Heights,Special Focus Two-Year: Other Fields,34,NA,NA,NA,NA,NA,76,NA,NA,0
33,Columbia Southern University,Master's Colleges & Universities: Larger Programs,15948,NA,2691,1817,29,5775,42,38414,1846,0
54,Healthcare Career College,Special Focus Two-Year: Health Professions,326,NA,NA,NA,NA,NA,70,62400,NA,0
NA,Academy for Five Element Acupuncture,Special Focus Four-Year: Other Health Professions Schools,73,NA,0,23,0,NA,NA,NA,23,NA
19,Miami Regional University,Special Focus Four-Year: Other Health Professions Schools,801,NA,142,553,0,NA,89,68219,553,0
20,Yeshivas Be'er Yitzchok,Special Focus Four-Year: Faith-Related Institutions,59,89,11,0,0,10900,100,38113,0,0
18,Yeshiva Toras Chaim,Special Focus Four-Year: Faith-Related Institutions,213,59,28,0,0,12250,98,44276,0,0
27,Talmudical Seminary of Bobov,Special Focus Four-Year: Faith-Related Institutions,459,92,117,0,0,12200,95,32076,0,0
76,MyComputerCareer at Columbus,Special Focus Two-Year: Technical Professions,1483,NA,NA,NA,NA,NA,91,10169,NA,1
NA,Charleston School of Law,Special Focus Four-Year: Law Schools,619,NA,0,0,0,NA,NA,111759,0,NA
77,Southwest University at El Paso,Special Focus Four-Year: Other Health Professions Schools,1596,NA,78,0,0,16000,94,42554,0,1
48,CEM College-Bayamon,Special Focus Four-Year: Other Health Professions Schools,92,NA,6,0,0,11640,100,NA,0,0
16,Bryant & Stratton College-Wauwatosa,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,1043,NA,66,0,0,19332,95,55382,0,0
34,The Art Institute of Austin,Baccalaureate Colleges: Diverse Fields,78,NA,29,0,0,19354,100,56250,0,0
35,Remington College-Houston Southeast Campus,Associate's Colleges: High Career & Technical-High Traditional,63,NA,NA,NA,NA,18841,88,43025,NA,0
38,Remington College-Shreveport Campus,Baccalaureate/Associate's Colleges: Associate's Dominant,352,NA,13,0,0,18000,89,32604,0,0
33,Ross College-Sylvania,Special Focus Two-Year: Health Professions,894,NA,NA,NA,NA,NA,100,33947,NA,0
49,Fortis Institute-Nashville,Special Focus Two-Year: Health Professions,383,NA,NA,NA,NA,15804,92,55856,NA,0
50,ATA College-Cincinnati,Special Focus Two-Year: Health Professions,309,NA,NA,NA,NA,13120,100,49563,NA,0
64,Galen College of Nursing-Cincinnati,Special Focus Two-Year: Health Professions,692,NA,27,0,0,NA,91,54948,0,0
29,Strayer University-North Carolina,Master's Colleges & Universities: Larger Programs,3074,NA,376,192,0,13515,100,65391,192,0
56,The King's College,Baccalaureate Colleges: Arts & Sciences Focus,326,45,116,0,0,37690,100,93360,0,0
38,Chamberlain University-Illinois,Special Focus Four-Year: Other Health Professions Schools,26687,91,7448,3765,0,20250,92,69662,3765,0
11,Chamberlain University-Ohio,Special Focus Four-Year: Other Health Professions Schools,537,79,190,0,0,19469,100,69662,0,0
0,Chamberlain University-Arizona,Special Focus Four-Year: Other Health Professions Schools,818,83,189,0,0,19982,50,69662,0,0
NA,Ottawa University-Online,Baccalaureate Colleges: Diverse Fields,224,NA,70,21,0,NA,NA,60015,21,NA
NA,Taft University System,Doctoral/Professional Universities,526,NA,1,26,14,NA,NA,NA,40,NA
48,Laurus College,Baccalaureate/Associate's Colleges: Associate's Dominant,641,NA,42,0,0,NA,81,44533,0,0
46,Auguste Escoffier School of Culinary Arts-Boulder,Special Focus Two-Year: Arts & Design,8894,NA,NA,NA,NA,NA,54,42843,NA,0
NA,Aspen University,Special Focus Four-Year: Other Health Professions Schools,7386,NA,1636,482,87,5110,82,53327,569,NA
NA,Institute of Taoist Education and Acupuncture,Special Focus Four-Year: Other Health Professions Schools,34,NA,0,4,0,NA,NA,NA,4,NA
NA,Denver College of Nursing,Special Focus Four-Year: Other Health Professions Schools,1084,NA,435,12,0,NA,NA,57257,12,NA
48,Cambridge College of Healthcare & Technology,Special Focus Two-Year: Health Professions,939,NA,NA,NA,NA,14908,66,62010,NA,0
NA,Urshan Graduate School of Theology,Special Focus Four-Year: Faith-Related Institutions,108,NA,0,18,0,NA,NA,55485,18,NA
27,College of Western Idaho,Associate's Colleges: High Transfer-High Nontraditional,9920,NA,NA,NA,NA,3336,98,55958,NA,0
NA,Daoist Traditions College of Chinese Medical Arts,Special Focus Four-Year: Other Health Professions Schools,88,NA,0,23,0,NA,NA,35625,23,NA
29,Jersey College,Special Focus Two-Year: Health Professions,3379,66,NA,NA,NA,NA,86,54889,NA,0
66,Yeshiva of Machzikai Hadas,Special Focus Four-Year: Faith-Related Institutions,431,72,55,0,0,10100,100,19942,0,1
63,MediaTech Institute-Dallas,Special Focus Two-Year: Arts & Design,204,NA,NA,NA,NA,NA,83,48750,NA,0
NA,Pacific Northwest University of Health Sciences,Special Focus Four-Year: Medical Schools & Centers,620,NA,0,40,0,NA,NA,82838,40,NA
NA,The Chicago School of Professional Psychology at Anaheim,Special Focus Four-Year: Other Health Professions Schools,500,NA,0,42,1,NA,NA,73716,43,NA
54,Fortis Institute-Pensacola,Special Focus Two-Year: Health Professions,626,NA,NA,NA,NA,14974,100,47428,NA,0
34,Woodland Community College,Associate's Colleges: High Career & Technical-High Nontraditional,3441,NA,NA,NA,NA,1124,91,112019,NA,0
37,Fortis Institute-Birmingham,Special Focus Two-Year: Health Professions,381,NA,NA,NA,NA,13655,97,42054,NA,0
NA,The Chicago School of Professional Psychology at Los Angeles,Special Focus Four-Year: Other Health Professions Schools,3326,54,31,471,111,12712,100,68912,582,NA
36,Providence Christian College,Baccalaureate Colleges: Arts & Sciences Focus,136,87,21,0,0,33396,100,57136,0,0
NA,Institute of World Politics,Special Focus Four-Year: Other Special Focus Institutions,131,NA,0,31,0,NA,NA,96750,31,NA
NA,Pontifical John Paul II Institute for Studies on Marriage and Family,Special Focus Four-Year: Faith-Related Institutions,64,NA,0,6,6,NA,NA,89757,12,NA
66,National Career College,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,292,NA,NA,NA,NA,NA,93,52061,NA,1
61,Columbia College,Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,182,NA,NA,NA,NA,NA,56,40748,NA,0
NA,Vermont College of Fine Arts,Master's Colleges & Universities: Medium Programs,305,NA,0,160,0,NA,NA,NA,160,NA
56,Pima Medical Institute-East Valley,Special Focus Two-Year: Health Professions,384,NA,NA,NA,NA,NA,58,47299,NA,0
48,MediaTech Institute-Houston,Special Focus Two-Year: Arts & Design,73,NA,NA,NA,NA,NA,95,40500,NA,0
37,Miller-Motte College-Raleigh,Special Focus Two-Year: Health Professions,166,NA,NA,NA,NA,NA,81,38006,NA,0
51,Fortis College-Salt Lake City,Special Focus Two-Year: Health Professions,438,NA,NA,NA,NA,14240,97,55280,NA,0
0,Polytechnic University of Puerto Rico-Miami,Baccalaureate Colleges: Diverse Fields,61,NA,10,23,0,13200,NA,33620,23,0
20,Polytechnic University of Puerto Rico-Orlando,Baccalaureate Colleges: Diverse Fields,134,NA,20,5,0,13200,100,52248,5,0
NA,Geisinger Commonwealth School of Medicine,Special Focus Four-Year: Medical Schools & Centers,708,NA,0,110,0,NA,NA,NA,110,NA
45,Miller-Motte College-McCann-Allentown,Associate's Colleges: High Career & Technical-High Traditional,233,NA,NA,NA,NA,NA,55,41588,NA,0
NA,Strayer University-West Virginia,Special Focus Four-Year: Business & Management Schools,300,NA,17,5,0,13515,NA,65391,5,NA
48,San Joaquin Valley College-Hesperia,Associate's Colleges: High Career & Technical-High Nontraditional,374,NA,NA,NA,NA,NA,94,50990,NA,0
59,University of Minnesota-Rochester,Special Focus Four-Year: Other Health Professions Schools,630,72,143,0,0,13032,89,73421,0,0
87,CBT Technology Institute-Cutler Bay,Special Focus Two-Year: Other Fields,61,NA,NA,NA,NA,13152,100,33750,NA,1
100,Homestead Schools,Special Focus Four-Year: Other Health Professions Schools,180,NA,3,2,0,NA,78,74687,2,1
47,Carrington College-Las Vegas,Special Focus Two-Year: Health Professions,323,NA,NA,NA,NA,NA,92,57339,NA,0
59,Carrington College-Reno,Special Focus Two-Year: Health Professions,463,NA,NA,NA,NA,NA,83,65475,NA,0
NA,Chamberlain University-Florida,Special Focus Four-Year: Other Health Professions Schools,918,90,316,0,0,19469,100,69662,0,NA
NA,Horizon University,Special Focus Four-Year: Faith-Related Institutions,49,NA,5,0,0,9300,40,NA,0,NA
NA,Academy for Jewish Religion-California,Special Focus Four-Year: Faith-Related Institutions,68,NA,0,10,0,NA,NA,12000,10,NA
84,Angeles College,Special Focus Four-Year: Other Health Professions Schools,369,NA,30,5,0,NA,78,69221,5,1
NA,University of Fort Lauderdale,Special Focus Four-Year: Other Special Focus Institutions,231,NA,3,2,0,7410,38,44000,2,NA
55,Pacific Rim Christian University,Baccalaureate Colleges: Diverse Fields,131,NA,15,9,0,12380,80,NA,9,0
